ticker,n_trades,mean,std,min,median,p50,p75,p90,p95,p99,max
META,50,0.004588887920030313,0.002395713538091096,6.330302779808512e-05,0.004395411582695899,0.004395411582695899,0.005975439257383127,0.008315698500850273,0.00907771350773154,0.010231552994668226,0.010428539235363212
MSFT,50,0.004818321484423515,0.0023771244049233067,0.000264998701296464,0.0046305948855826454,0.0046305948855826454,0.006225284137663786,0.007382701152315102,0.009489146544531165,0.010134079282876742,0.010305200237885292
SPY,50,0.0026263270351641037,0.0011921858143455427,0.0003565710859882069,0.0025168196128467265,0.0025168196128467265,0.003700168054097546,0.004286183824076647,0.004350316369556798,0.0046166384460925875,0.004664040133611141
