ticker,model,return_pct_no_impact,return_pct_with_impact,sharpe_ratio_no_impact,sharpe_ratio_with_impact,max_drawdown_pct_no_impact,max_drawdown_pct_with_impact
META,vanilla_ppo,-13.07938639999996,-17.61829528789599,-1.2676808915519402,-1.7280113930345982,-26.64873803636928,-30.06528655922925
META,robust_elliptic_beta0,-17.50814109999993,-25.78953336265435,-1.6556464265376478,-2.4041649275349086,-22.07487849999996,-26.93612404138807
META,robust_ball_beta0,-25.6028248,-25.79333664471011,-0.5288409160470042,-0.5338017585946773,-57.0486790544192,-57.136421639288024
MSFT,vanilla_ppo,-11.332886199999948,-15.191797240143245,-1.3120563268779608,-1.7949859810360955,-14.525574355062712,-18.225778011374544
MSFT,robust_elliptic_beta0,14.187497199999989,12.911149434897151,1.5613204106369079,1.43136869437934,-9.699051581245978,-9.759222051307015
MSFT,robust_ball_beta0,4.352130999999959,0.8285701316302685,0.5805399391472764,0.21048042798419386,-14.478775000000024,-16.035581813030156
SPY,vanilla_ppo,-3.6807904000000224,-0.622574061843173,-0.7929170195201997,-0.058943818575488714,-8.246688283453183,-6.552362836721571
SPY,robust_elliptic_beta0,4.957389500000242,8.22869850277721,0.8636416415344451,1.3456580065335109,-6.0028309329978775,-5.944313814422864
SPY,robust_ball_beta0,-4.656916700000058,1.7338590811098564,-0.8941361208913821,0.41278412890785376,-8.618676664606502,-5.823409980205875
